symboling,normalized_losses,make,num_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_L_100km,highway_L_100km,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
0,108,nissan,four,wagon,fwd,front,100.4,0.887073522,0.923611111,0.93812709,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,13.82352941,10.68181818,14399,Medium,FALSE,TRUE,TRUE,FALSE
0,108,nissan,four,sedan,fwd,front,100.4,0.887073522,0.923611111,0.921404682,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,12.36842105,9.4,13499,Medium,FALSE,TRUE,TRUE,FALSE
3,194,nissan,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,0.831103679,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,12.36842105,9.4,17199,Medium,FALSE,TRUE,TRUE,FALSE
3,194,nissan,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,0.831103679,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,13.82352941,10.2173913,19699,High,FALSE,TRUE,FALSE,TRUE
1,231,nissan,two,hatchback,rwd,front,99.2,0.857760692,0.943055556,0.831103679,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,12.36842105,9.4,18399,Medium,FALSE,TRUE,TRUE,FALSE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.36842105,9.791666667,11900,Low,FALSE,TRUE,TRUE,FALSE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3197,l,four,152,idi,3.7,3.52,21,95,4150,8.392857143,7.121212121,13200,Low,TRUE,FALSE,FALSE,TRUE
0,122,peugot,four,wagon,rwd,front,114.2,0.955790485,0.95,0.981605351,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.36842105,9.791666667,12440,Low,FALSE,TRUE,TRUE,FALSE
0,122,peugot,four,wagon,rwd,front,114.2,0.955790485,0.95,0.981605351,3430,l,four,152,idi,3.7,3.52,21,95,4150,9.4,9.4,13860,Low,TRUE,FALSE,FALSE,TRUE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,12.36842105,9.791666667,15580,Low,FALSE,TRUE,TRUE,FALSE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3252,l,four,152,idi,3.7,3.52,21,95,4150,8.392857143,7.121212121,16900,Low,TRUE,FALSE,FALSE,TRUE
0,122,peugot,four,wagon,rwd,front,114.2,0.955790485,0.95,0.948160535,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,12.36842105,9.791666667,16695,Low,FALSE,TRUE,TRUE,FALSE
0,122,peugot,four,wagon,rwd,front,114.2,0.955790485,0.95,0.981605351,3485,l,four,152,idi,3.7,3.52,21,95,4150,9.4,9.4,17075,Low,TRUE,FALSE,FALSE,TRUE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.36842105,9.791666667,16630,Low,FALSE,TRUE,TRUE,FALSE
0,161,peugot,four,sedan,rwd,front,107.9,0.897164825,0.95,0.948160535,3252,l,four,152,idi,3.7,3.52,21,95,4150,8.392857143,7.121212121,17950,Low,TRUE,FALSE,FALSE,TRUE
0,161,peugot,four,sedan,rwd,front,108,0.897164825,0.948611111,0.936454849,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,13.05555556,9.791666667,18150,Medium,FALSE,TRUE,FALSE,TRUE
1,119,plymouth,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,0.849498328,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,6.351351351,5.731707317,5572,Low,FALSE,TRUE,TRUE,FALSE
1,119,plymouth,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,0.849498328,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,9.791666667,7.833333333,7957,Low,FALSE,TRUE,FALSE,TRUE
1,154,plymouth,four,hatchback,fwd,front,93.7,0.755886593,0.886111111,0.846153846,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161,6.184210526,6229,Low,FALSE,TRUE,TRUE,FALSE
1,154,plymouth,four,sedan,fwd,front,93.7,0.803940413,0.886111111,0.849498328,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161,6.184210526,6692,Low,FALSE,TRUE,TRUE,FALSE
1,154,plymouth,four,sedan,fwd,front,93.7,0.803940413,0.886111111,0.849498328,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,7.580645161,6.184210526,7609,Low,FALSE,TRUE,TRUE,FALSE
-1,74,plymouth,four,wagon,fwd,front,103.3,0.839019702,0.897222222,1,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.791666667,7.833333333,8921,Low,FALSE,TRUE,TRUE,FALSE
3,122,plymouth,two,hatchback,rwd,front,95.9,0.832292167,0.920833333,0.839464883,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,12.36842105,9.791666667,12764,Medium,FALSE,TRUE,FALSE,TRUE
3,186,porsche,two,hatchback,rwd,front,94.5,0.811629025,0.948611111,0.839464883,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,12.36842105,8.703703704,22018,Medium,FALSE,TRUE,TRUE,FALSE
3,122,porsche,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,0.862876254,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.82352941,9.4,32528,High,FALSE,TRUE,TRUE,FALSE
3,122,porsche,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,0.862876254,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.82352941,9.4,34028,High,FALSE,TRUE,TRUE,FALSE
3,122,porsche,two,convertible,rwd,rear,89.5,0.811629025,0.902777778,0.862876254,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.82352941,9.4,37028,High,FALSE,TRUE,TRUE,FALSE
0,122,renault,four,wagon,fwd,front,96.1,0.872176838,0.923611111,0.923076923,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.37,10.2173913,7.580645161,9295,Low,FALSE,TRUE,TRUE,FALSE
2,122,renault,two,hatchback,fwd,front,96.1,0.849591543,0.925,0.844481605,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.37,10.2173913,7.580645161,9895,Low,FALSE,TRUE,TRUE,FALSE
3,150,saab,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,11.19047619,8.392857143,11850,Low,FALSE,TRUE,TRUE,FALSE
2,104,saab,four,sedan,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,11.19047619,8.392857143,12170,Low,FALSE,TRUE,TRUE,FALSE
3,150,saab,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,11.19047619,8.392857143,15040,Low,FALSE,TRUE,TRUE,FALSE
2,104,saab,four,sedan,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,11.19047619,8.392857143,15510,Low,FALSE,TRUE,TRUE,FALSE
3,150,saab,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,12.36842105,9.038461538,18150,Medium,FALSE,TRUE,FALSE,TRUE
2,104,saab,four,sedan,fwd,front,99.1,0.896684286,0.923611111,0.93812709,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,12.36842105,9.038461538,18620,Medium,FALSE,TRUE,FALSE,TRUE
2,83,subaru,two,hatchback,fwd,front,93.7,0.75396444,0.880555556,0.897993311,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,7.580645161,6.527777778,5118,Low,FALSE,TRUE,TRUE,FALSE
2,83,subaru,two,hatchback,fwd,front,93.7,0.758769822,0.883333333,0.897993311,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,9.038461538,7.580645161,7053,Low,FALSE,TRUE,TRUE,FALSE
2,83,subaru,two,hatchback,4wd,front,93.3,0.755886593,0.886111111,0.931438127,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,9.038461538,7.580645161,7603,Low,FALSE,TRUE,TRUE,FALSE
0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,7.34375,6.351351351,7126,Low,FALSE,TRUE,TRUE,FALSE
0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,8.392857143,7.121212121,7775,Low,FALSE,TRUE,TRUE,FALSE
0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,9.038461538,7.34375,9960,Low,FALSE,TRUE,TRUE,FALSE
0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,9.791666667,9.4,9233,Low,FALSE,TRUE,TRUE,FALSE
0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,9.791666667,8.103448276,11259,Low,FALSE,TRUE,FALSE,TRUE
0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,8.392857143,7.34375,7463,Low,FALSE,TRUE,TRUE,FALSE
0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,9.4,7.580645161,10198,Low,FALSE,TRUE,TRUE,FALSE
0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,10.2173913,8.103448276,8013,Low,FALSE,TRUE,TRUE,FALSE
0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,10.2173913,10.2173913,11694,Low,FALSE,TRUE,FALSE,TRUE
1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,6.714285714,6.025641026,5348,Low,FALSE,TRUE,TRUE,FALSE
1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,7.580645161,6.184210526,6338,Low,FALSE,TRUE,TRUE,FALSE
1,74,toyota,four,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,7.580645161,6.184210526,6488,Low,FALSE,TRUE,TRUE,FALSE
0,77,toyota,four,wagon,fwd,front,95.7,0.81547333,0.883333333,0.988294314,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,7.580645161,6.351351351,6918,Low,FALSE,TRUE,TRUE,FALSE
0,81,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,8.703703704,7.34375,7898,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,8.703703704,7.34375,8778,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,7.833333333,6.351351351,6938,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,7.833333333,6.351351351,7198,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,6.911764706,6.527777778,7898,Low,TRUE,FALSE,TRUE,FALSE
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,6.184210526,5,7788,Low,TRUE,FALSE,TRUE,FALSE
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,6.184210526,5,7738,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,8.392857143,6.911764706,8358,Low,FALSE,TRUE,TRUE,FALSE
0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,8.392857143,6.911764706,9258,Low,FALSE,TRUE,TRUE,FALSE
1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,8.103448276,6.911764706,8058,Low,FALSE,TRUE,TRUE,FALSE
1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,8.103448276,6.911764706,8238,Low,FALSE,TRUE,TRUE,FALSE
1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,9.038461538,8.103448276,9298,Low,FALSE,TRUE,TRUE,FALSE
1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,9.038461538,8.103448276,9538,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,8449,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,9639,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,9989,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,11199,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,11549,Low,FALSE,TRUE,TRUE,FALSE
2,134,toyota,two,convertible,rwd,front,98.4,0.846708313,0.911111111,0.886287625,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.791666667,7.833333333,17669,Low,FALSE,TRUE,TRUE,FALSE
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.103448276,6.911764706,8948,Low,FALSE,TRUE,TRUE,FALSE
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,7.833333333,7.121212121,10698,Low,TRUE,FALSE,FALSE,TRUE
-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703704,7.34375,9988,Low,FALSE,TRUE,TRUE,FALSE
-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703704,7.34375,10898,Low,FALSE,TRUE,TRUE,FALSE
-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703704,7.34375,11248,Low,FALSE,TRUE,TRUE,FALSE
3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,11.75,9.791666667,16558,Medium,FALSE,TRUE,TRUE,FALSE
3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,12.36842105,9.791666667,15998,Medium,FALSE,TRUE,TRUE,FALSE
-1,90,toyota,four,sedan,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,11.75,9.791666667,15690,Medium,FALSE,TRUE,TRUE,FALSE
-1,122,toyota,four,wagon,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,12.36842105,9.791666667,15750,Medium,FALSE,TRUE,TRUE,FALSE
2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,6.351351351,5.108695652,7775,Low,TRUE,FALSE,TRUE,FALSE
2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,8.703703704,6.911764706,7975,Low,FALSE,TRUE,TRUE,FALSE
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,6.351351351,5.108695652,7995,Low,TRUE,FALSE,TRUE,FALSE
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,8.703703704,6.911764706,8195,Low,FALSE,TRUE,TRUE,FALSE
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,8.703703704,6.911764706,8495,Low,FALSE,TRUE,TRUE,FALSE
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,6.351351351,5.595238095,9495,Low,TRUE,FALSE,FALSE,TRUE
2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,9.038461538,7.34375,9995,Low,FALSE,TRUE,TRUE,FALSE
3,122,volkswagen,two,convertible,fwd,front,94.5,0.765497357,0.891666667,0.929765886,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,9.791666667,8.103448276,11595,Low,FALSE,TRUE,TRUE,FALSE
3,256,volkswagen,two,hatchback,fwd,front,94.5,0.796251802,0.888888889,0.859531773,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,9.791666667,8.103448276,9980,Low,FALSE,TRUE,TRUE,FALSE
0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,12.36842105,9.791666667,13295,Low,FALSE,TRUE,TRUE,FALSE
0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,7.121212121,6.184210526,13845,Low,TRUE,FALSE,FALSE,TRUE
0,122,volkswagen,four,wagon,fwd,front,100.4,0.879865449,0.929166667,0.921404682,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,9.4,7.580645161,12290,Low,FALSE,TRUE,TRUE,FALSE
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.2173913,8.392857143,12940,Low,FALSE,TRUE,TRUE,FALSE
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.2173913,8.392857143,13415,Low,FALSE,TRUE,TRUE,FALSE
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.791666667,8.392857143,15985,Low,FALSE,TRUE,TRUE,FALSE
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.791666667,8.392857143,16515,Low,FALSE,TRUE,TRUE,FALSE
-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.82352941,10.68181818,18420,Medium,FALSE,TRUE,FALSE,TRUE
-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.82352941,10.68181818,18950,Medium,FALSE,TRUE,FALSE,TRUE
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.2173913,8.392857143,16845,Low,FALSE,TRUE,TRUE,FALSE
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.955555556,0.928093645,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,12.36842105,9.4,19045,Medium,FALSE,TRUE,FALSE,TRUE
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,13.05555556,10.2173913,21485,Medium,FALSE,TRUE,TRUE,FALSE
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,9.038461538,8.703703704,22470,Low,TRUE,FALSE,FALSE,TRUE
-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,12.36842105,9.4,22625,Low,FALSE,TRUE,FALSE,TRUE
